"fileName","imgPalette1","imgPalette2","prefix","r","g","b","alpha","rgb","h","s","v","id","Year","Page","Posters","CIN.URL","Title.CIN","Last.8","X","X.1","IMDBid","IMDB.URL","Cinematerial.URL","decade","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","hueGroup"
"1072748_1225309.jpg","#2A3133","#6E7C7F,#1B2327,#0D0F10","rgba",42,49,51,"1","42,49,51",0.537037037037037,0.176470588235294,0.2,"1072748",2018,2,66,"/movies/winchester-i1072748","Winchester","-i1072748","i1072748","0","tt1072748","http://www.imdb.com/title/tt1072748","https://www.cinematerial.com/movies/movies/winchester-i1072748",2010,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"1226837_1250473.jpg","#C7C4BA","#C1BFB4,#6B6862,#F7F4E9","rgba",199,196,186,"1","199,196,186",0.128205128205128,0.0653266331658292,0.780392156862745,"1226837",2018,6,-5,"/movies/beautiful-boy-i1226837","Beautiful Boy","-i1226837","i1226837","0","tt1226837","http://www.imdb.com/title/tt1226837","https://www.cinematerial.com/movies/movies/beautiful-boy-i1226837",2010,"movie","Beautiful Boy","Beautiful Boy",0,2018,"\N","120","Biography,Drama",0.125
"1259528_1177819.jpg","#6E686B","#F1F2F3,#9C7679,#161B1F","rgba",110,104,107,"1","110,104,107",0.916666666666667,0.0545454545454546,0.431372549019608,"1259528",2018,1,49,"/movies/den-of-thieves-i1259528","Den of Thieves","-i1259528","i1259528","0","tt1259528","http://www.imdb.com/title/tt1259528","https://www.cinematerial.com/movies/movies/den-of-thieves-i1259528",2010,"movie","Den of Thieves","Den of Thieves",0,2018,"\N","140","Action,Crime,Drama",0.875
"1413492_1212527.jpg","#978172","#986848,#40352F,#C1B3A9","rgba",151,129,114,"1","151,129,114",0.0675675675675675,0.245033112582781,0.592156862745098,"1413492",2018,2,54,"/movies/12-strong-i1413492","12 Strong","-i1413492","i1413492","0","tt1413492","http://www.imdb.com/title/tt1413492","https://www.cinematerial.com/movies/movies/12-strong-i1413492",2010,"movie","12 Strong","12 Strong",0,2018,"\N","130","Action,Drama,History",0
"1563742_1228746.jpg","#CFD7DA","#FFFFFF,#1EC3FF,#7C726F","rgba",207,215,218,"1","207,215,218",0.545454545454545,0.0504587155963302,0.854901960784314,"1563742",2018,2,43,"/movies/overboard-i1563742","Overboard","-i1563742","i1563742","0","tt1563742","http://www.imdb.com/title/tt1563742","https://www.cinematerial.com/movies/movies/overboard-i1563742",2010,"movie","Overboard","Overboard",0,2018,"\N","112","Comedy,Romance",0.5
"2140629_1255139.jpg","#747367","#834A33,#0B2025,#A1B0A2","rgba",116,115,103,"1","116,115,103",0.153846153846154,0.112068965517241,0.454901960784314,"2140629",2018,3,-2,"/movies/arizona-i2140629","Arizona","-i2140629","i2140629","0","tt2140629","http://www.imdb.com/title/tt2140629","https://www.cinematerial.com/movies/movies/arizona-i2140629",2010,"movie","Arizona","Arizona",0,2018,"\N","85","Comedy,Thriller",0.125
"2231461_1218181.jpg","#4F5657","#A7ABA5,#625955,#192930","rgba",79,86,87,"1","79,86,87",0.520833333333333,0.0919540229885057,0.341176470588235,"2231461",2018,1,148,"/movies/rampage-i2231461","Rampage","-i2231461","i2231461","0","tt2231461","http://www.imdb.com/title/tt2231461","https://www.cinematerial.com/movies/movies/rampage-i2231461",2010,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"2372251_1241678.jpg","#141A1C","#4C5857,#020E14,#010101","rgba",20,26,28,"1","20,26,28",0.541666666666667,0.285714285714286,0.109803921568627,"2372251",2018,3,11,"/movies/down-a-dark-hall-i2372251","Down a Dark Hall","-i2372251","i2372251","0","tt2372251","http://www.imdb.com/title/tt2372251","https://www.cinematerial.com/movies/movies/down-a-dark-hall-i2372251",2010,"movie","Down a Dark Hall","Down a Dark Hall",0,2018,"\N","96","Drama,Fantasy,Horror",0.5
"2531344_1229143.jpg","#5F483E","#EDD3BC,#894836,#020202","rgba",95,72,62,"1","95,72,62",0.0505050505050505,0.347368421052632,0.372549019607843,"2531344",2018,2,30,"/movies/blockers-i2531344","Blockers","-i2531344","i2531344","0","tt2531344","http://www.imdb.com/title/tt2531344","https://www.cinematerial.com/movies/movies/blockers-i2531344",2010,NA,NA,NA,NA,NA,NA,NA,NA,0
"2548396_1262449.jpg","#283339","#828E95,#0F1F27,#060D12","rgba",40,51,57,"1","40,51,57",0.558823529411765,0.298245614035088,0.223529411764706,"2548396",2018,3,16,"/movies/cloverfield-paradox-i2548396","Cloverfield Paradox","-i2548396","i2548396","0","tt2548396","http://www.imdb.com/title/tt2548396","https://www.cinematerial.com/movies/movies/cloverfield-paradox-i2548396",2010,"movie","The Cloverfield Paradox","The Cloverfield Paradox",0,2018,"\N","102","Horror,Mystery,Sci-Fi",0.5
