"fileName","imgPalette1","imgPalette2","prefix","r","g","b","alpha","rgb","h","s","v","id","Year","Page","Posters","CIN.URL","Title.CIN","Last.8","X","X.1","IMDBid","IMDB.URL","Cinematerial.URL","decade","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","hueGroup"
"100029_1249455.jpg","#653838","#C6A9A4,#513536,#3E0103","rgba",101,56,56,"1","101,56,56",0,0.445544554455446,0.396078431372549,"100029",1990,1,44,"/movies/lionheart-i100029","Lionheart","t-i100029","i100029","1","tt0100029","http://www.imdb.com/title/tt0100029","https://www.cinematerial.com/movies/movies/lionheart-i100029",1990,"movie","Lionheart","Lionheart",0,1990,"\N","108","Action,Crime,Drama",0
"100042_1131842.jpg","#725F5E","#FBFBFB,#AD655F,#0F0E0E","rgba",114,95,94,"1","114,95,94",0.0083333333333333,0.175438596491228,0.447058823529412,"100042",1991,12,-1,"/movies/lo-mas-natural-i100042","Lo mÃ¡s natural","l-i100042","i100042","1","tt0100042","http://www.imdb.com/title/tt0100042","https://www.cinematerial.com/movies/movies/lo-mas-natural-i100042",1990,"movie","The Most Natural Thing","Lo más natural",0,1991,"\N","93","Drama",0
"100050_745853.jpg","#B5B3B5","#ADC4C6,#5C445C,#E3E0D6","rgba",181,179,181,"1","181,179,181",0.833333333333333,0.0110497237569062,0.709803921568627,"100050",1990,2,14,"/movies/look-whos-talking-too-i100050","Look Who&#039;s Talking Too","o-i100050","i100050","1","tt0100050","http://www.imdb.com/title/tt0100050","https://www.cinematerial.com/movies/movies/look-whos-talking-too-i100050",1990,"movie","Look Who's Talking Too","Look Who's Talking Too",0,1990,"\N","81","Comedy,Family,Romance",0.75
"100054_745855.jpg","#472A2B","#B58F85,#501119,#0B0406","rgba",71,42,43,"1","71,42,43",0.994252873563218,0.408450704225352,0.27843137254902,"100054",1990,2,16,"/movies/lord-of-the-flies-i100054","Lord of the Flies","s-i100054","i100054","1","tt0100054","http://www.imdb.com/title/tt0100054","https://www.cinematerial.com/movies/movies/lord-of-the-flies-i100054",1990,"movie","Lord of the Flies","Lord of the Flies",0,1990,"\N","90","Adventure,Drama,Thriller",0.875
"100065_189090.jpg","#4C4040","#D6A675,#1D3061,#1E1414","rgba",76,64,64,"1","76,64,64",0,0.157894736842105,0.298039215686275,"100065",1990,4,-7,"/movies/love-at-large-i100065","Love at Large","e-i100065","i100065","1","tt0100065","http://www.imdb.com/title/tt0100065","https://www.cinematerial.com/movies/movies/love-at-large-i100065",1990,"movie","Love at Large","Love at Large",0,1990,"\N","97","Comedy,Drama,Mystery",0
"100133_128671.jpg","#615744","#CFC39F,#8A714C,#131212","rgba",97,87,68,"1","97,87,68",0.109195402298851,0.298969072164948,0.380392156862745,"100133",1990,1,18,"/movies/memphis-belle-i100133","Memphis Belle","e-i100133","i100133","1","tt0100133","http://www.imdb.com/title/tt0100133","https://www.cinematerial.com/movies/movies/memphis-belle-i100133",1990,"movie","Memphis Belle","Memphis Belle",0,1990,"\N","107","Action,Drama,War",0
"100134_182364.jpg","#5B606A","#B9BECC,#738496,#1E1F22","rgba",91,96,106,"1","91,96,106",0.611111111111111,0.141509433962264,0.415686274509804,"100134",1990,5,-2,"/movies/men-dont-leave-i100134","Men Don&#039;t Leave","e-i100134","i100134","1","tt0100134","http://www.imdb.com/title/tt0100134","https://www.cinematerial.com/movies/movies/men-dont-leave-i100134",1990,"movie","Men Don't Leave","Men Don't Leave",0,1990,"\N","115","Drama",0.5
"100140_93752.jpg","#948C9E","#FAEAEA,#ABABC5,#544B63","rgba",148,140,158,"1","148,140,158",0.740740740740741,0.113924050632911,0.619607843137255,"100140",1990,2,12,"/movies/mermaids-i100140","Mermaids","s-i100140","i100140","1","tt0100140","http://www.imdb.com/title/tt0100140","https://www.cinematerial.com/movies/movies/mermaids-i100140",1990,"movie","Mermaids","Mermaids",0,1990,"\N","110","Comedy,Drama,Romance",0.625
"100142_890715.jpg","#AAAAAB","#878788,#373738,#F4F4F5","rgba",170,170,171,"1","170,170,171",0.666666666666667,0.00584795321637425,0.670588235294118,"100142",1990,3,15,"/movies/metropolitan-i100142","Metropolitan","n-i100142","i100142","1","tt0100142","http://www.imdb.com/title/tt0100142","https://www.cinematerial.com/movies/movies/metropolitan-i100142",1990,"movie","Metropolitan","Metropolitan",0,1990,"\N","98","Comedy,Drama,Romance",0.625
"1001508_286053.jpg","#6F675F","#E1C4B0,#9BA493,#201A1B","rgba",111,103,95,"1","111,103,95",0.0833333333333333,0.144144144144144,0.435294117647059,"1001508",2009,1,89,"/movies/hes-just-not-that-into-you-i1001508","He&#039;s Just Not That Into You","-i1001508","i1001508","0","tt1001508","http://www.imdb.com/title/tt1001508","https://www.cinematerial.com/movies/movies/hes-just-not-that-into-you-i1001508",2000,"movie","He's Just Not That Into You","He's Just Not That Into You",0,2009,"\N","129","Comedy,Drama,Romance",0
